-25963.925498107445	-674125427.271274	-0.03183098852394267	-674125427.303105	0.0	-674125427.303105
-6490.627825950439	-42128249.57500212	-0.03183098710723208	-42128249.60683311	0.0	-42128249.60683311
-2884.461596072092	-8320118.699214761	-0.031830980966808274	-8320118.7310457425	0.0	-8320118.7310457425
-1622.3034223555637	-2631868.3941865745	-0.031830964429488254	-2631868.426017539	0.0	-2631868.426017539
-1038.1045036316527	-1077660.96046032	-0.03183092954416225	-1077660.9922912496	0.0	-1077660.9922912496
-720.7618889630762	-519497.7005816218	-0.0318308660731259	-519497.73241248785	0.0	-519497.73241248785
-529.4143094470139	-280279.5110472586	-0.03183076148091548	-280279.5428780201	0.0	-280279.5428780201
-405.22237924923235	-164205.1766444087	-0.031830600920630815	-164205.20847500963	0.0	-164205.20847500963
-320.07680939731165	-102449.16391396297	-0.03183036721772723	-102449.1957443302	0.0	-102449.1957443302
-259.17269292908765	-67170.48476011516	-0.03183004085125391	-67170.51659015601	0.0	-67170.51659015601
-214.11054347450596	-45843.32482694831	-0.03182959993251309	-45843.35665654824	0.0	-45843.35665654824
-179.8370922777698	-32341.379758923096	-0.03182902018111043	-32341.411587943247	0.0	-32341.411587943247
-153.16429722491517	-23459.30194440216	-0.03182827489836355	-23459.333772677	0.0	-23459.333772677
-132.00026008113662	-17424.06866148771	-0.03182733493803187	-17424.10048882265	0.0	-17424.10048882265
-114.92620417901293	-13208.032406996168	-0.031826168674327214	-13208.064233164869	0.0	-13208.064233164869
-100.95234989431218	-10191.376949183632	-0.031824741967160675	-10191.408773925603	0.0	-10191.408773925603
-89.3711707749886	-7987.206165692176	-0.03182301812457734	-7987.237988710311	0.0	-7987.237988710311
-79.6660394899954	-6346.677848021506	-0.03182095786232666	-6346.709668979359	0.0	-6346.709668979359
-71.45259678142344	-5105.473586808683	-0.031818519260511616	-5105.505405327936	0.0	-5105.505405327936
-64.4401021455765	-4152.526764532334	-0.031815657717256286	-4152.558580190047	0.0	-4152.558580190047
-58.40534616997556	-3411.1844612346786	-0.03181232589932643	-3411.216273560574	0.0	-3411.216273560574
-53.1746662886106	-2827.545134905101	-0.03180847368963368	-2827.5769433787905	0.0	-2827.5769433787905
-48.61131190080035	-2363.059644716894	-0.031804048131549176	-2363.091448765027	0.0	-2363.091448765027
-44.60641475236486	-1989.7322370599936	-0.031798993369947647	-1989.7640360533803	0.0	-1989.7640360533803
-41.07243507516475	-1686.9449230036234	-0.03179325058889829	-1686.9767162542096	0.0	-1686.9767162542096
-37.93833703272188	-1439.3174168083967	-0.03178675794591356	-1439.3492035663646	0.0	-1439.3492035663646
-35.145990988493956	-1235.2406825632984	-0.0317794505026617	-1235.272462014227	0.0	-1235.272462014227
-32.64745859752206	-1065.856552876917	-0.03177126015204378	-1065.8883241413803	0.0	-1065.8883241413803
-30.40292155165993	-924.3376388763878	-0.03176211554153007	-924.3694010174179	0.0	-924.3694010174179
-28.379085308632625	-805.3724829546481	-0.03175194199264485	-805.4042349956874	0.0	-805.4042349956874
-26.54793727901791	-704.7929737706688	-0.031740661416482935	-704.8247147106983	0.0	-704.8247147106983
-24.885772290912822	-619.3016625151644	-0.03172819222513477	-619.3333913173889	0.0	-619.3333913173889
-23.372421553405154	-546.2700892700777	-0.0317144492388904	-546.301804818092	0.0	-546.301804818092
-21.99063796447735	-483.5881580847126	-0.03169934358908618	-483.61985912720814	0.0	-483.61985912720814
-20.725602554503787	-429.5506012472539	-0.03168278261645076	-429.58228636013064	0.0	-429.58228636013064
-19.56452553191485	-382.770659288948	-0.031664669764799695	-382.8023268689738	0.0	-382.8023268689738
-18.49632176131648	-342.1139186981496	-0.031644904469920535	-342.1455669836393	0.0	-342.1455669836393
-17.511345216339368	-306.6472112858117	-0.03162338204348209	-306.6788383891576	0.0	-306.6788383891576
-16.601170469373372	-275.5988609531945	-0.03159999355179362	-275.63046488937204	0.0	-275.63046488937204
-15.758411931676982	-248.32754660841945	-0.031574625689230716	-248.35912530952302	0.0	-248.35912530952302
-14.976573570196068	-224.2977559034954	-0.03154716064613601	-224.32930721779732	0.0	-224.32930721779732
-14.249923366935638	-203.06031596353833	-0.03151747597099311	-203.09183764397721	0.0	-203.09183764397721
-13.573387972519702	-184.2368610525425	-0.03148544442666272	-184.2683507416425	0.0	-184.2683507416425
-12.942463925037897	-167.50737245090735	-0.03145093384045927	-167.53882766714503	0.0	-167.53882766714503
-12.35314252275965	-152.60013018761268	-0.031413806947836	-152.63154831508072	0.0	-152.63154831508072
-11.801846002556928	-139.28356906806894	-0.03137392122943496	-139.3149473488599	0.0	-139.3149473488599
-11.285373120608226	-127.35964647134664	-0.031331128741246946	-127.39098199939372	0.0	-127.39098199939372
-10.800852585031993	-116.6584165635923	-0.03128527593761373	-116.68970627893509	0.0	-116.68970627893509
-10.345703071874341	-107.03357205139018	-0.031236203486792583	-107.06481273440434	0.0	-107.06481273440434
-9.917598781876578	-98.35876559827977	-0.03118374607878917	-98.38995386371198	0.0	-98.38995386371198
-9.514439677583534	-90.52456237837586	-0.03112773222515109	-90.55569466917792	0.0	-90.55569466917792
-9.134325687808028	-83.4359057709496	-0.031067984050399372	-83.46697835188853	0.0	-83.46697835188853
-8.775534286370473	-77.01000201126372	-0.031004317074760014	-77.04101096232624	0.0	-77.04101096232624
-8.436500949941994	-71.17454827837217	-0.030936539987840968	-71.2054894879294	0.0	-71.2054894879294
-8.115802080094475	-65.86624340326581	-0.030864454412883432	-65.89711256100955	0.0	-65.89711256100955
-7.812140040731365	-61.02953201599826	-0.030787854661198044	-61.060324605626306	0.0	-61.060324605626306
-7.524330016657525	-56.61554219957343	-0.03070652747637829	-56.64625349122228	0.0	-56.64625349122228
-7.251288444301806	-52.5811841024649	-0.03062025176786507	-52.611809144872474	0.0	-52.611809144872474
-6.9920228032587755	-48.8883828812907	-0.030528798333423257	-48.9189164936824	0.0	-48.9189164936824
-6.745622588745905	-45.50342410979901	-0.030431929570102424	-45.533860873484244	0.0	-45.533860873484244
-6.511251311394057	-42.396393640130825	-0.030329399173353613	-42.426727889801356	0.0	-42.426727889801356
-6.28813939289932	-39.540697024532236	-0.030220951824334492	-39.570922839244155	0.0	-39.570922839244155
-6.075577844694438	-36.91264614694191	-0.030106322866457525	-36.942757340773895	0.0	-36.942757340773895
-5.872912632539629	-34.49110278944356	-0.029985237974693935	-34.521092901836084	0.0	-34.521092901836084
-5.679539643272203	-32.25717055950054	-0.02985741282630637	-32.28703284524272	0.0	-32.28703284524272
-5.494900181287662	-30.19392800231518	-0.029722552791242557	-30.223655421253778	0.0	-30.223655421253778
-5.318476931980488	-28.28619687600858	-0.02958035267614972	-28.315782082475373	0.0	-28.315782082475373
-5.149790337618319	-26.520340521427006	-0.029430496578988715	-26.549775853539195	0.0	-26.549775853539195
-4.988395338183129	-24.884088050007175	-0.029272657941095195	-24.91336551901294	0.0	-24.91336551901294
-4.833878435771186	-23.366380731813685	-0.029106499917455165	-23.395492011810312	0.0	-23.395492011810312
-4.685855046355183	-21.957237515452334	-0.028931676218538677	-21.986173933953623	0.0	-21.986173933953623
-4.543967107204298	-20.6476370713546	-0.0287478326008699	-20.676389601341914	0.0	-20.676389601341914
-4.40788091213969	-19.429414135605423	-0.02855460919063643	-19.457973389915722	0.0	-19.457973389915722
-4.277285150163216	-18.295168255806765	-0.02835164380843886	-18.323524484838096	0.0	-18.323524484838096
-4.1518891259130415	-17.23818331387496	-0.028138576420354795	-17.26632640775244	0.0	-17.26632640775244
-4.031421142934009	-16.252356431695354	-0.027915054771869965	-16.28027592807039	0.0	-16.28027592807039
-3.915627032958444	-15.332135061234949	-0.027680741172595787	-15.359820159874152	0.0	-15.359820159874152
-3.804268816319107	-14.472461226817979	-0.027435320300522884	-14.499900812003034	0.0	-14.499900812003034
-3.6971234803003905	-13.668722028588473	-0.027178507796471033	-13.695904700105885	0.0	-13.695904700105885
-3.5939818637085126	-12.916705636665714	-0.026910059334112342	-12.943619749877941	0.0	-12.943619749877941
-3.4946476372356603	-12.212562108436783	-0.026629779788390665	-12.239195823521797	0.0	-12.239195823521797
-3.39893637032993	-11.552768449551598	-0.026337532092041996	-11.579109789605832	0.0	-11.579109789605832
-3.306674676284117	-10.93409741477867	-0.026033245369018576	-10.960134332052766	0.0	-10.960134332052766
-3.2176994281387747	-10.353589609844597	-0.025716921963800144	-10.379310059016607	0.0	-10.379310059016607
-3.1318570387744358	-9.808528511320977	-0.02538864304240548	-9.83392052837051	0.0	-9.83392052837051
-3.0490027992569613	-9.296418069876786	-0.025048572517645896	-9.321469854888527	0.0	-9.321469854888527
-2.969000270110649	-8.814962603917106	-0.02469695913986308	-8.839662605979187	0.0	-8.839662605979187
-2.8917207207350946	-8.362048726728695	-0.024334136687030102	-8.386385729022539	0.0	-8.386385729022539
-2.8170426126629335	-7.935729081558806	-0.02396052227740642	-7.959692284761263	0.0	-7.959692284761263
-2.7448511227833454	-7.534207686244992	-0.023576612908032923	-7.557786788473182	0.0	-7.557786788473182
-2.675037703037414	-7.155826712671685	-0.023182980389031986	-7.179011984357173	0.0	-7.179011984357173
-2.6074996734312905	-6.799054546944287	-0.02278026489448666	-6.8218368992602425	0.0	-6.8218368992602425
-2.542139845516731	-6.462474994163829	-0.02236916738477668	-6.484846039871748	0.0	-6.484846039871748
-2.4788661737599393	-6.144777507411241	-0.02195044117315703	-6.166729613266227	0.0	-6.166729613266227
-2.4175914324627716	-5.844748334317396	-0.021524882912611648	-5.866274664462488	0.0	-5.866274664462488
-2.358232916118114	-5.561262486662943	-0.021093323269804502	-5.582357036677897	0.0	-5.582357036677897
-2.3007121612768358	-5.293276449047129	-0.020656617533852173	-5.313934070610923	0.0	-5.313934070610923
-2.2449546881792823	-5.039821551978139	-0.020215636381310118	-5.0600379682759975	0.0	-5.0600379682759975
-2.1908897605623596	-4.799997942936994	-0.01977125698774465	-4.819769755178974	0.0	-4.819769755178974
-2.13845016219549	-4.572969096193918	-0.019324354642832997	-4.592293781729956	0.0	-4.592293781729956
-2.0875719888270416	-4.35795680853529	-0.01887579499203418	-4.376832711206641	0.0	-4.376832711206641
-2.0381944543385164	-4.154236633696283	-0.018426426995052696	-4.172662947130798	0.0	-4.172662947130798
-1.9902597100084227	-3.961133713282811	-0.01797707666074208	-3.979110457921627	0.0	-3.979110457921627
-1.9437126758822836	-3.778018966385467	-0.01752854159056993	-3.795546961037711	0.0	-3.795546961037711
-1.89850088333086	-3.604305604008056	-0.017081586338775715	-3.621386432768429	0.0	-3.621386432768429
-1.8545743279562	-3.4394459379141904	-0.016636938577116234	-3.456081913228058	0.0	-3.456081913228058
-1.8118853320755182	-3.282928456590411	-0.016195286035616898	-3.299122579272355	0.0	-3.299122579272355
