-153440.0779777444	-23543857529.81628	-0.003536776513119848	-23543857529.819817	0.0	(-23543857529.819817+0j)
-19166.09318222921	-367339127.8698931	-0.0035367765110136534	-367339127.87342983	0.0	(-367339127.87342983+0j)
-5671.973593979537	-32171284.45080115	-0.0035367764887230483	-32171284.454337925	0.0	(-32171284.454337925+0j)
-2388.810099822299	-5706413.693013022	-0.003536776375422183	-5706413.696549798	0.0	(-5706413.696549798+0j)
-1220.4049972628086	-1489388.3573440358	-0.0035367759854531633	-1489388.3608808117	0.0	(-1489388.3608808117+0j)
-704.3698169973163	-496136.8390968329	-0.0035367749290129806	-496136.84263360786	0.0	(-496136.84263360786+0j)
-442.1688919595258	-195513.3290167148	-0.003536772493220982	-195513.3325534873	0.0	(-195513.3325534873+0j)
-295.1389583532525	-87107.00473784293	-0.003536767490338835	-87107.00827461042	0.0	(-87107.00827461042+0j)
-206.42793111814956	-42612.4907457195	-0.003536758069022824	-42612.49428247757	0.0	(-42612.49428247757+0j)
-149.78886388774166	-22436.703744780396	-0.0035367414834828652	-22436.707281521878	0.0	(-22436.707281521878+0j)
-111.96123149940722	-12535.317358863855	-0.0035367138142750327	-12535.320895577668	0.0	(-12535.320895577668+0j)
-85.7529925744434	-7353.575735472545	-0.003536669633131248	-7353.579272142178	0.0	(-7353.579272142178+0j)
-67.03315485761341	-4493.44385016478	-0.00353660160269202	-4493.447386766383	0.0	(-4493.447386766383+0j)
-53.313822169821755	-2842.3636343553776	-0.0035365000002093	-2842.367170855378	0.0	(-2842.367170855378+0j)
-43.03579493261443	-1852.0796454820418	-0.0035363521521716854	-1852.083181834189	0.0	(-1852.083181834189+0j)
-35.188162757133824	-1238.2067982225399	-0.0035361417643072508	-1238.2103343643041	0.0	(-1238.2103343643041+0j)
-29.096018661790005	-846.5783019672323	-0.0035358481284610763	-846.5818378153602	0.0	(-846.5818378153602+0j)
-24.297124814042526	-590.3502742291611	-0.003535445184329368	-590.3538096743442	0.0	(-590.3538096743442+0j)
-20.467706340503966	-418.92700284110623	-0.0035349004098442385	-418.93053774151593	0.0	(-418.93053774151593+0j)
-17.376412657356248	-301.9397168387304	-0.0035341735090023184	-301.94325101223905	0.0	(-301.94325101223905+0j)
-14.8549685513286	-220.67009066096173	-0.0035332148599454844	-220.67362387582168	0.0	(-220.67362387582168+0j)
-12.779006775781696	-163.3030141754745	-0.0035319636789246365	-163.30654613915362	0.0	(-163.30654613915362+0j)
-11.055275640264293	-122.21911948222107	-0.003530345847152805	-122.22264982806806	0.0	(-122.22264982806806+0j)
-9.612932658213833	-92.40847429135407	-0.0035282713371692803	-92.412002562691	0.0	(-92.412002562691+0j)
-8.397513093736283	-70.51822615947232	-0.003525631162808216	-70.52175179063521	0.0	(-70.52175179063521+0j)
-7.3666835374462405	-54.268026340881455	-0.0035222937617201975	-54.271548634662906	0.0	(-54.271548634662906+0j)
-6.487207718221543	-42.08386397935316	-0.0035181007010500007	-42.08738208080666	0.0	(-42.08738208080666+0j)
-5.732748870404016	-32.864409611118525	-0.0035128615746055324	-32.867922482347105	0.0	(-32.867922482347105+0j)
-5.082257979341708	-25.829346168582465	-0.003506347932765382	-25.832852574142226	0.0	(-25.832852574142226+0j)
-4.518777966401644	-20.41935430963698	-0.0034982860533503296	-20.422852794179942	0.0	(-20.422852794179942+0j)
-4.028546909817661	-16.229190204601423	-0.0034883483213366457	-16.23267901258003	0.0	(-16.23267901258003+0j)
-3.600318783282686	-12.96229534125812	-0.003476142935876631	-12.96577228325022	0.0	(-12.96577228325022+0j)
-3.2248441478806384	-10.399619778120002	-0.003461201602432951	-10.403082111564617	0.0	(-10.403082111564617+0j)
-2.8944696677688655	-8.377954657634007	-0.003442964793184071	-8.381399016795005	0.0	(-8.381399016795005+0j)
-2.6028267385229356	-6.7747070307699415	-0.0034207640667571677	-6.778129372891049	0.0	(-6.778129372891049+0j)
-2.3445875439884927	-5.497090751425992	-0.0033938008244149298	-5.5004862653543825	0.0	(-5.5004862653543825+0j)
-2.1152725626084434	-4.474378014124091	-0.0033611207387954354	-4.477740967583949	0.0	(-4.477740967583949+0j)
-1.91109764116945	-3.652294194083436	-0.0033215829287209127	-3.6556177307939173	0.0	(-3.6556177307939173+0j)
-1.7288517247497297	-2.988928286170115	-0.003273822996555646	-2.9922041885889143	0.0	(-2.9922041885889143+0j)
-1.5657985056984083	-2.4517249604473683	-0.003216211341561418	-2.4549433794275752	0.0	(-2.4549433794275752+0j)
-1.4195968592424206	-2.015255242770945	-0.0031468210570435185	-2.0184043990602882	0.0	(-2.0184043990602882+0j)
-1.288236127587193	-1.6595523204208464	-0.0030634551915216406	-1.6626182335838344	0.0	(-1.6626182335838344+0j)
-1.1699832100598067	-1.3688607118218497	-0.0029638255965247357	-1.3718271074947685	0.0	(-1.3718271074947685+0j)
-1.0633390935385967	-1.1306900278474845	-0.0028459583052240327	-1.1335386499245212	0.0	(-1.1335386499245212+0j)
-0.9670029722379032	-0.9350947483169391	-0.002708777416634599	-0.9378062544827221	0.0	(-0.9378062544827221+0j)
-0.8798425001969499	-0.7741228251528197	-0.0025526650956887355	-0.7766782417353366	0.0	(-0.7766782417353366+0j)
-0.8008690236946738	-0.64139119311366	-0.0023797501183308424	-0.6437736577366953	0.0	(-0.6437736577366953+0j)
-0.7292168764216649	-0.5317572528581697	-0.0021937895675355513	-0.5339536384518762	0.0	(-0.5339536384518762+0j)
-0.6641260039734804	-0.44106334915378337	-0.001999689406717324	-0.4430654099258295	0.0	(-0.4430654099258295+0j)
