1	0.1	0.21878854931536373
1	0.05	0.22530542344415805
1	0.0333333333333	0.227495957911655
1	0.025	0.22859445180108454
1	0.02	0.22925455447286022
1	0.0	0.2318600293497813
2	0.1	0.05442806822749578
2	0.05	0.05619337616910871
2	0.0333333333333	0.056785704402974736
2	0.025	0.05708254024852072
2	0.02	0.057260848967829875
2	0.0	0.0579667109217871
3	0.1	0.023484549996165484
3	0.05	0.024618089556190628
3	0.0333333333333	0.024999537379345575
3	0.025	0.025190852279819504
3	0.02	0.025305818961210747
3	0.0	0.025759012902801005
5	0.1	0.008543492759846727
5	0.05	0.008908581836359147
5	0.0333333333333	0.009030860813397509
5	0.025	0.00909209085235558
5	0.02	0.009128855388800714
5	0.0	0.009274858367873487
7	0.1	0.00425731632883825
7	0.05	0.0044935673909886386
7	0.0333333333333	0.004573010679198531
7	0.025	0.004612840368694097
7	0.02	0.004636769821493855
7	0.0	0.004731231213719941
10	0.1	0.0020791973138945753
10	0.05	0.0021988273750056914
10	0.0333333333333	0.0022388537834837977
10	0.025	0.00225888497804696
10	0.02	0.002270908131805583
10	0.0	0.0023187551702723713
