1	0.1	1.9990722798092764e-06
1	0.05	2.3296305397408574e-06
1	0.0333333333333	2.4502784257356922e-06
1	0.025	2.5126940198282607e-06
1	0.02	2.550837455667638e-06
1	0.0	2.682169745427633e-06
2	0.1	4.6871898241876763e-07
2	0.05	5.645007532492406e-07
2	0.0333333333333	6.00060887518567e-07
2	0.025	6.185691932878616e-07
2	0.02	6.299162722729004e-07
2	0.0	6.679182304681811e-07
3	0.1	1.9877835684681142e-07
3	0.05	2.4522293472059075e-07
3	0.0333333333333	2.6270544011675023e-07
3	0.025	2.7184397955610605e-07
3	0.02	2.7746311660419773e-07
3	0.0	2.9586996524894176e-07
5	0.1	6.673897807312385e-08
5	0.05	8.529072249896123e-08
5	0.0333333333333	9.245155251988645e-08
5	0.025	9.622392401293047e-08
5	0.02	9.854924183324744e-08
5	0.0	1.0588963738293668e-07
7	0.1	3.1991733796288445e-08
7	0.05	4.237132945450279e-08
7	0.0333333333333	4.6350135318276476e-08
7	0.025	4.845728891910531e-08
7	0.02	4.976071802785832e-08
7	0.0	5.3860161834759826e-08
10	0.1	1.4874451505832991e-08
10	0.05	2.0105174557793003e-08
10	0.0333333333333	2.2237429882696188e-08
10	0.025	2.3374278001648075e-08
10	0.02	2.4079781182978556e-08
10	0.0	2.6143081756837336e-08
