1	4.0	-7.5343910856684895
1	3.3333333333333335	-6.380047081747314
1	2.857142857142857	-5.554461533253833
1	2.5	-4.9175105821215395
1	2.2222222222222223	-4.4344067005508885
1	2.0	-4.043274157503218
1	1.0	-2.2779267782861146
1	0.5	-1.330137981147567
1	0.2	-0.6028474912688667
1	0.1	-0.25327803737336807
2	4.0	-8.146774541881298
2	3.3333333333333335	-6.987471782905302
2	2.857142857142857	-6.143935859996533
2	2.5	-5.523098925033403
2	2.2222222222222223	-5.034731292062281
2	2.0	-4.6466158617214655
2	1.0	-2.8802804497855177
2	0.5	-1.9322619655847142
2	0.2	-1.2048973149215352
2	0.1	-0.8553164933835952
3	4.0	-8.501630484279804
3	3.3333333333333335	-7.329647326701754
3	2.857142857142857	-6.4975368753309795
3	2.5	-5.873317091760809
3	2.2222222222222223	-5.3876909372966475
3	2.0	-4.99888392932787
3	1.0	-3.2330731236599997
3	0.5	-2.28482310157254
3	0.2	-1.557232053700248
3	0.1	-1.2074228186669065
5	4.0	-8.943799299355092
5	3.3333333333333335	-7.7759232492653885
5	2.857142857142857	-6.959580717370986
5	2.5	-6.3298041408851775
5	2.2222222222222223	-5.836575574626111
5	2.0	-5.447463805760112
5	1.0	-3.67706858693506
5	0.5	-2.7283916697946187
5	0.2	-2.0008033753352796
5	0.1	-1.651132519147528
7	4.0	-9.260838185275455
7	3.3333333333333335	-8.072551585741895
7	2.857142857142857	-7.237251188161617
7	2.5	-6.612387469212273
7	2.2222222222222223	-6.126102673446623
7	2.0	-5.736834215427215
7	1.0	-3.969656697872094
7	0.5	-3.020994700747109
7	0.2	-2.2932194899392915
7	0.1	-1.94331921877349
10	4.0	-9.586413665443033
10	3.3333333333333335	-8.390850762510883
10	2.857142857142857	-7.551240296656095
10	2.5	-6.924339883308265
10	2.2222222222222223	-6.438251154027802
10	2.0	-6.0478637484135325
10	1.0	-4.280615225899578
10	0.5	-3.3308762575392326
10	0.2	-2.6029206112823564
10	0.1	-2.253084180598761
