1	0.1	1.793118396840239e-08
1	0.05	2.3415036100372607e-08
1	0.0333333333333	2.5441213390787085e-08
1	0.025	2.6380733091774806e-08
1	0.02	2.7029730537473167e-08
1	0.0	2.921520340408412e-08
2	0.1	4.2611842243940915e-09
2	0.05	5.583429215664082e-09
2	0.0333333333333	6.129217316612931e-09
2	0.025	6.445822940608214e-09
2	0.02	6.59853347820952e-09
2	0.0	7.132231942304232e-09
3	0.1	1.6895898348519902e-09
3	0.05	2.3746497831970677e-09
3	0.0333333333333	2.664626449742953e-09
3	0.025	2.756578022780615e-09
3	0.02	2.897356857850901e-09
3	0.0	3.1504276883485663e-09
5	0.1	4.740827749844104e-10
5	0.05	7.980938212413182e-10
5	0.0333333333333	9.104097320310179e-10
5	0.025	9.73824539078092e-10
5	0.02	1.0108627403952943e-09
5	0.0	1.1381531393743154e-09
7	0.1	2.740676792260448e-10
7	0.05	3.8037799582882184e-10
7	0.0333333333333	4.4777681994946736e-10
7	0.025	4.83582473869301e-10
7	0.02	5.066339865530649e-10
7	0.0	5.484812866883628e-10
10	0.1	1.4020464078844292e-10
10	0.05	1.7816726837611286e-10
10	0.0333333333333	2.1366983299833633e-10
10	0.025	2.323050037745853e-10
10	0.02	2.437870129356495e-10
10	0.0	2.591709582999803e-10
