1	0.1	7.312488284970483e-05
1	0.05	8.161136287532292e-05
1	0.0333333333333	8.463970549289924e-05
1	0.025	8.619314832845665e-05
1	0.02	8.713802854516432e-05
1	0.0	9.05161018622209e-05
2	0.1	1.681913374711976e-05
2	0.05	1.961038856989546e-05
2	0.0333333333333	2.0617489089791026e-05
2	0.025	2.1136092920699715e-05
2	0.02	2.145215949136344e-05
2	0.0	2.256233993771739e-05
3	0.1	7.604578633314345e-06
3	0.05	8.778867139877076e-06
3	0.0333333333333	9.20487942072637e-06
3	0.025	9.424747693875175e-06
3	0.02	9.558915149611957e-06
3	0.0	1.0025731525813694e-05
5	0.1	2.2734778287072615e-06
5	0.05	2.8898547553934912e-06
5	0.0333333333333	3.1256255070297318e-06
5	0.025	3.2488345035681317e-06
5	0.02	3.324504773519974e-06
5	0.0	3.568914914942151e-06
7	0.1	1.2912811487410552e-06
7	0.05	1.5520285913025398e-06
7	0.0333333333333	1.6485749126105748e-06
7	0.025	1.698778340669228e-06
7	0.02	1.7295349346901815e-06
7	0.0	1.8330140109296386e-06
10	0.1	6.066685686736492e-07
10	0.05	7.451687124256855e-07
10	0.0333333333333	7.970315675861231e-07
10	0.025	8.241093825240444e-07
10	0.02	8.407337770776209e-07
10	0.0	8.956457131868247e-07
