1	4.0	2.921520340408412e-08	7.891421755098856e-11
1	3.3333333333333335	4.168241932228049e-07	3.814776051142541e-09
1	2.857142857142857	2.7895777265440237e-06	4.013538966073764e-08
1	2.5	1.2091757195241422e-05	2.4662256943999683e-08
1	2.2222222222222223	3.677843959844766e-05	1.3940897746573005e-07
1	2.0	9.05161018622209e-05	1.1103531736562026e-07
2	4.0	7.132231942304232e-09	5.980327044100178e-11
2	3.3333333333333335	1.029267398852718e-07	1.3696303723929334e-09
2	2.857142857142857	7.179003085710075e-07	2.153577320269633e-09
2	2.5	2.9984794376303543e-06	1.199687674070357e-08
2	2.2222222222222223	9.231424198409355e-06	1.736324989995659e-08
2	2.0	2.256233993771739e-05	4.265156978067846e-08
3	4.0	3.1504276883485663e-09	3.078366398696691e-11
3	3.3333333333333335	4.681151246804702e-08	2.323418562984024e-10
3	2.857142857142857	3.180263645171478e-07	1.1854026605626556e-09
3	2.5	1.3386989052637698e-06	3.753481399804465e-09
3	2.2222222222222223	4.095520109414603e-06	9.317673831657007e-09
3	2.0	1.0025731525813694e-05	1.9278164860096606e-08
5	4.0	1.1381531393743154e-09	5.361470565974052e-12
5	3.3333333333333335	1.67523890662658e-08	9.929583366274267e-11
5	2.857142857142857	1.097537284556377e-07	1.7893346228074659e-09
5	2.5	4.679461291190817e-07	4.882217100464788e-09
5	2.2222222222222223	1.4568821603967255e-06	6.458445331986049e-09
5	2.0	3.568914914942151e-06	1.6519243493065712e-08
7	4.0	5.484812866883628e-10	1.5749158114754714e-11
7	3.3333333333333335	8.461520564225698e-09	7.365182791678372e-11
7	2.857142857142857	5.790936621293581e-08	3.1261876412957845e-10
7	2.5	2.441251542970004e-07	1.064387982503119e-09
7	2.2222222222222223	7.479926434133674e-07	2.6319105045198055e-09
7	2.0	1.8330140109296386e-06	5.379788984896789e-09
10	4.0	2.591709582999803e-10	1.0806032641118932e-11
10	3.3333333333333335	4.065830201062827e-09	5.988822478238155e-11
10	2.857142857142857	2.8103454261778093e-08	2.2814976156167874e-10
10	2.5	1.1903100945448839e-07	6.583144458717678e-10
10	2.2222222222222223	3.645430694154786e-07	5.589858475787279e-10
10	2.0	8.956457131868247e-07	3.184767890931715e-09
