1	2.0	-7.566598143602629
1	1.6666666666666667	-6.402910491481357
1	1.4285714285714286	-5.57151374058965
1	1.25	-4.947715702449721
1	1.1111111111111112	-4.462131579611602
1	1.0	-4.072972421333748
1	0.5	-2.303998945445213
1	0.2	-1.1371967009837955
1	0.1	-0.6347741134966187
2	2.0	-8.183693722124872
2	1.6666666666666667	-7.007891943686245
2	1.4285714285714286	-6.175276702539635
2	1.25	-5.551000253021695
2	1.1111111111111112	-5.065132423450918
2	1.0	-4.676606271731638
2	0.5	-2.9063646605548312
2	0.2	-1.7392936495299856
2	0.1	-1.2368213411514422
3	2.0	-8.534259338452662
3	1.6666666666666667	-7.361734473532968
3	1.4285714285714286	-6.528899119289161
3	1.25	-5.904200391479324
3	1.1111111111111112	-5.418106543610005
3	1.0	-5.028843105369685
3	0.5	-3.259163206322084
3	0.2	-2.0917911877540285
3	0.1	-1.5890707833572697
5	2.0	-8.980487953317507
5	1.6666666666666667	-7.807333391272258
5	1.4285714285714286	-6.975146538925687
5	1.25	-6.349622176595772
5	1.1111111111111112	-5.863143269747388
5	1.0	-5.477533366210976
5	0.5	-3.7031874459375325
5	0.2	-2.535343389252664
5	0.1	-2.032692713574981
7	2.0	-9.296432495166405
7	1.6666666666666667	-8.105397642810008
7	1.4285714285714286	-7.268732345988794
7	1.25	-6.643293878752608
7	1.1111111111111112	-6.156556389456503
7	1.0	-5.766830087830048
7	0.5	-3.9957656963423824
7	0.2	-2.8279015204038553
7	0.1	-2.3250258276037172
10	2.0	-9.614414335504522
10	1.6666666666666667	-8.421994992791536
10	1.4285714285714286	-7.582643218932179
10	1.25	-6.955326876091573
10	1.1111111111111112	-6.467924334658383
10	1.0	-6.091528853456351
10	0.5	-4.306789363755832
10	0.2	-3.1376976437473516
10	0.1	-2.634745104666428
